Trigger Time,Field Magnitude Average(nT),Speed(km/s),source
2001-06-12 18:00:00,6.04,403.3,dst
2001-06-13 00:00:00,5.13,395.8,dst
2001-06-13 06:00:00,5.63,391.2,dst
2001-06-13 12:00:00,5.82,376.7,dst
2001-06-13 18:00:00,4.76,393.2,dst
2001-06-14 00:00:00,4.8,367.1,dst
2001-06-14 06:00:00,4.92,330.1,dst
2001-06-14 12:00:00,5.55,325.2,dst
2001-06-14 18:00:00,5.83,327.9,dst
2001-06-15 00:00:00,6.81,357.0,dst
2001-06-15 06:00:00,8.25,348.8,dst
2001-06-15 12:00:00,6.44,345.2,dst
2001-06-15 18:00:00,5.9,326.4,dst
2001-06-16 12:00:00,5.08,315.0,dst
2001-06-16 18:00:00,5.81,303.5,dst
2001-06-17 00:00:00,4.74,,dst
2001-06-17 12:00:00,7.57,330.8,dst
2001-06-17 18:00:00,7.87,315.4,dst
2001-06-18 00:00:00,4.93,,dst
2001-06-18 06:00:00,19.74,347.2,dst
2001-06-18 12:00:00,13.24,358.1,dst
2001-06-18 18:00:00,6.65,360.1,dst
2001-06-19 00:00:00,15.07,413.7,dst
2001-06-19 06:00:00,15.15,426.4,dst
2001-06-19 12:00:00,15.99,368.8,dst
2001-06-19 18:00:00,11.18,579.7,dst
2001-06-20 00:00:00,9.32,640.4,dst
2001-06-20 06:00:00,6.76,722.8,dst
2001-06-20 12:00:00,5.13,722.7,dst
2001-06-20 18:00:00,4.89,662.7,dst
2001-06-21 00:00:00,3.3,620.0,dst
2001-06-21 06:00:00,5.27,550.3,dst
2001-06-21 12:00:00,4.15,,dst
2001-06-21 18:00:00,5.7,505.0,dst
2001-06-22 00:00:00,5.0,470.1,dst
2001-06-22 06:00:00,5.94,445.6,dst
2001-06-22 12:00:00,5.93,423.6,dst
2001-06-22 18:00:00,6.1,437.8,dst
2001-06-23 00:00:00,6.79,429.3,dst
2001-06-23 06:00:00,6.53,461.1,dst
2001-06-23 12:00:00,6.45,463.4,dst
2001-06-23 18:00:00,5.98,487.7,dst
2001-06-24 00:00:00,6.17,475.1,dst
2001-06-24 06:00:00,5.55,459.9,dst
2001-06-24 12:00:00,5.44,477.4,dst
2001-06-24 18:00:00,5.27,571.8,dst
2001-06-25 00:00:00,4.53,469.3,dst
2001-06-25 06:00:00,5.23,482.0,dst
2001-06-25 12:00:00,5.51,442.0,dst
2001-06-25 18:00:00,4.77,448.0,dst
2001-06-26 00:00:00,5.68,461.4,dst
2001-06-26 06:00:00,5.83,,dst
2001-06-26 12:00:00,6.73,461.9,dst
2001-06-26 18:00:00,7.05,467.4,dst
2001-06-27 00:00:00,6.57,,dst
2001-06-27 06:00:00,1.83,469.5,dst
2001-06-27 18:00:00,2.63,442.7,dst
2001-06-28 12:00:00,2.87,381.7,dst
2001-06-28 18:00:00,2.89,365.3,dst
2001-06-29 00:00:00,3.89,334.0,dst
2001-06-29 06:00:00,4.44,324.6,dst
2001-06-29 12:00:00,3.47,326.9,dst
2001-06-29 18:00:00,2.37,340.5,dst
2001-06-30 00:00:00,2.57,358.6,dst
2001-06-30 06:00:00,6.7,377.0,dst
2001-06-30 12:00:00,5.47,366.0,dst
2001-06-30 18:00:00,6.17,354.7,dst
2001-07-01 00:00:00,6.07,331.0,dst
2001-07-01 06:00:00,7.25,340.8,dst
2001-07-01 12:00:00,7.76,,dst
2001-07-01 18:00:00,8.83,347.7,dst
2001-07-02 06:00:00,8.1,325.2,dst
2001-07-02 12:00:00,8.75,331.8,dst
2001-07-02 18:00:00,6.41,362.2,dst
2001-07-03 00:00:00,7.24,371.5,dst
2001-07-03 06:00:00,8.89,403.2,dst
2001-07-03 12:00:00,,377.0,dst
2001-07-03 18:00:00,5.95,,dst
2001-07-04 06:00:00,6.48,347.7,dst
2001-07-04 12:00:00,8.98,346.0,dst
2001-07-04 18:00:00,6.42,398.0,dst
2001-07-05 00:00:00,4.91,401.9,dst
2001-07-05 06:00:00,9.82,367.0,dst
2001-07-05 12:00:00,6.07,444.0,dst
2001-07-05 18:00:00,5.79,439.8,dst
2001-07-06 00:00:00,6.58,400.8,dst
2001-07-06 06:00:00,6.63,404.0,dst
2001-07-06 12:00:00,7.22,407.0,dst
2001-07-06 18:00:00,6.14,479.4,dst
2001-07-07 00:00:00,3.74,469.3,dst
2001-07-07 06:00:00,3.67,433.5,dst
2001-07-07 12:00:00,4.39,439.1,dst
2001-07-07 18:00:00,3.94,430.2,dst
2001-07-08 00:00:00,4.65,424.7,dst
2001-07-08 06:00:00,5.74,429.2,dst
2001-07-08 12:00:00,4.98,425.5,dst
2001-07-08 18:00:00,9.74,458.1,dst
2001-07-09 00:00:00,7.88,443.4,dst
2001-07-09 12:00:00,3.19,395.9,dst
2001-07-09 18:00:00,2.75,398.0,dst
2001-07-10 00:00:00,2.33,372.0,dst
2001-07-10 06:00:00,3.71,381.6,dst
2001-07-10 12:00:00,4.88,354.0,dst
2001-07-10 18:00:00,6.17,360.1,dst
2001-07-11 00:00:00,7.35,350.0,dst
2001-07-11 06:00:00,8.38,316.3,dst
2001-07-11 12:00:00,6.94,310.7,dst
2001-07-11 18:00:00,9.58,320.0,dst
2001-07-12 00:00:00,8.86,334.0,dst
2001-07-12 06:00:00,9.54,358.0,dst
2001-07-12 12:00:00,7.73,365.5,dst
2001-07-12 18:00:00,7.61,373.6,dst
2001-07-13 00:00:00,4.99,386.1,dst
2001-07-13 06:00:00,6.63,364.1,dst
2001-07-13 12:00:00,5.71,361.9,dst
2001-07-13 18:00:00,5.45,364.0,dst
2001-07-14 00:00:00,11.02,413.7,dst
2001-07-14 06:00:00,7.37,437.4,dst
2001-07-14 12:00:00,7.0,398.1,dst
2001-07-14 18:00:00,5.16,463.3,dst
2001-07-15 00:00:00,4.97,402.7,dst
2001-07-15 06:00:00,4.47,391.0,dst
2001-07-15 12:00:00,8.72,375.0,dst
2001-07-15 18:00:00,8.03,420.6,dst
2001-07-16 00:00:00,8.67,413.8,dst
2001-07-16 06:00:00,8.84,398.2,dst
2001-07-16 12:00:00,10.89,427.7,dst
2001-07-16 18:00:00,12.13,493.2,dst
2001-07-17 00:00:00,13.82,527.5,dst
2001-07-17 06:00:00,9.82,540.1,dst
2001-07-17 12:00:00,8.0,593.1,dst
2001-07-17 18:00:00,7.2,630.2,dst
2001-07-18 00:00:00,6.2,616.9,dst
2001-07-18 06:00:00,5.58,638.0,dst
2001-07-18 12:00:00,4.91,681.9,dst
2001-07-18 18:00:00,5.36,,dst
2001-07-19 00:00:00,4.96,,dst
2001-07-19 06:00:00,4.87,612.5,dst
2001-07-19 12:00:00,5.0,,dst
2001-07-19 18:00:00,4.45,610.7,dst
2001-07-20 00:00:00,4.46,488.0,dst
2001-07-20 06:00:00,2.88,437.2,dst
2001-07-20 12:00:00,4.88,433.8,dst
2001-07-20 18:00:00,5.15,405.8,dst
2001-07-21 00:00:00,5.55,414.0,dst
2001-07-21 06:00:00,4.73,426.1,dst
2001-07-21 12:00:00,5.56,410.0,dst
2001-07-21 18:00:00,5.71,410.1,dst
2001-07-22 00:00:00,5.56,399.8,dst
2001-07-22 06:00:00,5.73,375.7,dst
2001-07-22 12:00:00,6.88,358.3,dst
2001-07-22 18:00:00,7.79,355.2,dst
2001-07-23 00:00:00,7.26,377.3,dst
2001-07-23 12:00:00,6.03,,dst
2001-07-23 18:00:00,5.92,372.8,dst
2001-07-24 00:00:00,6.38,383.9,dst
2001-07-24 06:00:00,6.1,,dst
2001-07-24 12:00:00,4.77,413.4,dst
2001-07-25 00:00:00,9.65,445.0,dst
2001-07-25 06:00:00,6.08,552.0,dst
2001-07-25 12:00:00,6.28,562.3,dst
2001-07-25 18:00:00,6.85,574.5,dst
2001-07-26 00:00:00,6.44,557.5,dst
2001-07-26 06:00:00,4.7,523.8,dst
2001-07-26 12:00:00,5.12,511.5,dst
2001-07-26 18:00:00,4.33,522.0,dst
2001-07-27 00:00:00,2.94,528.7,dst
2001-07-27 06:00:00,3.35,483.5,dst
2001-07-27 12:00:00,3.16,467.4,dst
2001-07-27 18:00:00,3.29,454.9,dst
2001-07-28 00:00:00,3.19,,dst
2001-07-28 06:00:00,3.06,396.1,dst
2001-07-28 12:00:00,3.01,397.1,dst
2001-07-28 18:00:00,3.41,360.2,dst
2001-07-29 00:00:00,4.06,350.9,dst
2001-07-29 06:00:00,4.15,329.9,dst
2001-07-29 12:00:00,4.51,,dst
2001-07-29 18:00:00,4.29,328.0,dst
2001-07-30 06:00:00,5.54,303.8,dst
2001-07-30 12:00:00,6.67,304.2,dst
2001-07-30 18:00:00,4.27,312.8,dst
2001-07-31 00:00:00,12.44,326.6,dst
2001-07-31 06:00:00,11.49,384.5,dst
2001-07-31 12:00:00,15.35,428.7,dst
2001-07-31 18:00:00,7.45,551.1,dst
2001-08-01 00:00:00,7.31,,dst
2001-08-01 06:00:00,6.41,561.4,dst
2001-08-01 12:00:00,2.53,560.8,dst
2001-08-01 18:00:00,4.52,,dst
2001-08-02 00:00:00,4.86,484.1,dst
2001-08-02 06:00:00,4.71,431.7,dst
2001-08-02 12:00:00,6.33,409.1,dst
2001-08-02 18:00:00,5.33,409.8,dst
2001-08-03 00:00:00,5.14,387.6,dst
2001-08-03 06:00:00,5.98,381.7,dst
2001-08-03 12:00:00,10.05,424.6,dst
2001-08-03 18:00:00,5.37,406.9,dst
2001-08-04 00:00:00,4.86,383.3,dst
2001-08-04 12:00:00,5.37,415.0,dst
2001-08-04 18:00:00,5.86,347.1,dst
2001-08-05 00:00:00,4.24,336.0,dst
2001-08-05 06:00:00,7.57,361.8,dst
2001-08-05 12:00:00,7.65,401.0,dst
2001-08-05 18:00:00,8.5,444.8,dst
2001-08-06 00:00:00,2.89,438.0,dst
2001-08-06 06:00:00,3.34,439.9,dst
2001-08-06 12:00:00,10.6,424.4,dst
2001-08-06 18:00:00,7.98,430.3,dst
2001-08-07 00:00:00,5.59,415.1,dst
2001-08-07 06:00:00,5.57,401.0,dst
2001-08-07 12:00:00,5.08,420.6,dst
2001-08-07 18:00:00,5.0,445.2,dst
2001-08-08 00:00:00,4.76,,dst
2001-08-08 06:00:00,4.72,380.9,dst
2001-08-08 12:00:00,4.42,388.9,dst
2001-08-08 18:00:00,4.94,365.4,dst
2001-08-09 00:00:00,4.65,384.3,dst
2001-08-09 06:00:00,4.71,374.4,dst
2001-08-09 18:00:00,5.02,363.5,dst
2001-08-10 00:00:00,6.68,377.8,dst
2001-08-10 06:00:00,9.81,365.1,dst
2001-08-10 12:00:00,6.92,459.6,dst
2001-08-11 00:00:00,6.44,411.9,dst
2001-08-11 06:00:00,5.83,420.0,dst
2001-08-11 12:00:00,4.04,,dst
2001-08-11 18:00:00,4.67,334.0,dst
2001-08-12 00:00:00,4.87,338.2,dst
2001-08-12 06:00:00,4.7,319.8,dst
2001-08-12 12:00:00,10.54,392.4,dst
2001-08-12 18:00:00,11.25,344.4,dst
2001-08-13 00:00:00,10.15,435.4,dst
2001-08-13 06:00:00,10.57,391.4,dst
2001-08-13 12:00:00,10.88,400.0,dst
2001-08-13 18:00:00,11.64,400.2,dst
2001-08-14 00:00:00,11.05,446.8,dst
2001-08-14 06:00:00,10.49,443.3,dst
2001-08-14 12:00:00,6.69,,dst
2001-08-14 18:00:00,5.74,,dst
2001-08-15 00:00:00,4.02,410.0,dst
2001-08-15 06:00:00,4.34,451.2,dst
2001-08-15 12:00:00,4.36,422.2,dst
2001-08-15 18:00:00,4.56,385.0,dst
2001-08-16 00:00:00,5.23,372.0,dst
2001-08-16 06:00:00,5.04,336.3,dst
2001-08-16 12:00:00,5.4,340.9,dst
2001-08-16 18:00:00,2.61,,dst
2001-08-17 00:00:00,4.87,,dst
2001-08-17 06:00:00,4.09,348.9,dst
2001-08-17 12:00:00,17.11,465.6,dst
2001-08-17 18:00:00,30.05,508.8,dst
2001-08-18 00:00:00,25.72,516.7,dst
2001-08-18 06:00:00,15.94,530.1,dst
2001-08-18 12:00:00,12.4,513.2,dst
2001-08-18 18:00:00,6.67,490.0,dst
2001-08-19 00:00:00,2.89,485.9,dst
2001-08-19 06:00:00,5.75,495.7,dst
2001-08-19 12:00:00,2.31,464.1,dst
2001-08-19 18:00:00,6.55,413.8,dst
2001-08-20 00:00:00,5.94,406.7,dst
2001-08-20 06:00:00,5.88,366.6,dst
2001-08-20 12:00:00,4.48,417.8,dst
2001-08-20 18:00:00,5.33,364.5,dst
2001-08-21 00:00:00,6.94,400.8,dst
2001-08-21 06:00:00,8.51,415.0,dst
2001-08-21 12:00:00,7.46,472.3,dst
2001-08-21 18:00:00,8.87,478.5,dst
2001-08-22 00:00:00,5.72,554.0,dst
2001-08-22 06:00:00,7.75,575.8,dst
2001-08-22 12:00:00,6.81,591.0,dst
2001-08-22 18:00:00,7.7,586.0,dst
2001-08-23 00:00:00,5.6,560.8,dst
2001-08-23 06:00:00,6.4,512.5,dst
2001-08-23 12:00:00,3.98,500.6,dst
2001-08-23 18:00:00,3.29,445.8,dst
2001-08-24 00:00:00,3.29,422.9,dst
2001-08-24 12:00:00,3.25,436.1,dst
2001-08-24 18:00:00,3.23,396.8,dst
2001-08-25 06:00:00,4.21,333.0,dst
2001-08-25 12:00:00,7.76,359.0,dst
2001-08-25 18:00:00,8.12,364.5,dst
2001-08-26 00:00:00,9.38,423.1,dst
2001-08-26 06:00:00,11.66,383.5,dst
2001-08-26 12:00:00,7.9,435.6,dst
2001-08-26 18:00:00,8.96,378.0,dst
2001-08-27 00:00:00,8.4,368.0,dst
2001-08-27 06:00:00,5.23,402.1,dst
2001-08-27 12:00:00,3.67,430.0,dst
2001-08-27 18:00:00,7.06,429.7,dst
2001-08-28 00:00:00,13.24,594.0,dst
2001-08-28 06:00:00,9.13,549.3,dst
2001-08-28 12:00:00,7.19,507.5,dst
2001-08-28 18:00:00,5.48,491.2,dst
2001-08-29 00:00:00,4.42,489.8,dst
2001-08-29 06:00:00,3.9,472.4,dst
2001-08-29 12:00:00,3.86,446.4,dst
2001-08-29 18:00:00,4.68,436.6,dst
2001-08-30 00:00:00,4.44,422.1,dst
2001-08-30 06:00:00,4.63,,dst
2001-08-30 12:00:00,5.04,436.4,dst
2001-08-30 18:00:00,6.26,458.9,dst
2001-08-31 00:00:00,5.66,391.0,dst
2001-08-31 06:00:00,5.3,372.1,dst
2001-08-31 12:00:00,5.84,414.9,dst
2001-08-31 18:00:00,5.14,414.2,dst
2001-09-01 00:00:00,5.13,386.4,dst
2001-09-01 06:00:00,4.88,367.9,dst
2001-09-01 12:00:00,3.96,,dst
2001-09-01 18:00:00,4.43,361.1,dst
2001-09-02 00:00:00,4.66,346.7,dst
2001-09-02 12:00:00,4.93,327.4,dst
2001-09-02 18:00:00,6.54,318.1,dst
2001-09-03 00:00:00,3.7,381.9,dst
2001-09-03 06:00:00,7.14,402.9,dst
2001-09-03 12:00:00,9.94,438.6,dst
2001-09-03 18:00:00,10.13,463.9,dst
2001-09-04 00:00:00,5.46,,dst
2001-09-04 06:00:00,2.62,529.3,dst
2001-09-04 12:00:00,4.6,492.2,dst
2001-09-04 18:00:00,4.47,481.1,dst
2001-09-05 00:00:00,4.18,461.4,dst
2001-09-05 06:00:00,4.96,433.2,dst
2001-09-05 12:00:00,4.02,439.0,dst
2001-09-05 18:00:00,3.8,437.2,dst
2001-09-06 00:00:00,3.28,417.8,dst
2001-09-06 06:00:00,3.16,401.7,dst
2001-09-06 12:00:00,3.33,367.6,dst
2001-09-06 18:00:00,4.54,,dst
2001-09-07 00:00:00,4.43,350.1,dst
2001-09-07 06:00:00,6.74,347.0,dst
2001-09-07 12:00:00,3.52,365.0,dst
2001-09-07 18:00:00,6.64,345.0,dst
2001-09-08 00:00:00,4.53,347.2,dst
2001-09-08 06:00:00,6.09,326.3,dst
2001-09-09 00:00:00,6.47,341.5,dst
2001-09-09 06:00:00,6.24,,dst
2001-09-09 12:00:00,4.19,332.4,dst
2001-09-10 06:00:00,2.21,288.1,dst
2001-09-10 18:00:00,3.72,283.0,dst
2001-09-11 00:00:00,4.37,272.0,dst
2001-09-11 06:00:00,4.73,280.0,dst
2001-09-11 12:00:00,4.55,297.0,dst
2001-09-11 18:00:00,10.56,347.9,dst
2001-09-12 00:00:00,10.29,381.1,dst
2001-09-12 06:00:00,8.12,408.4,dst
2001-09-12 12:00:00,8.24,397.0,dst
2001-09-12 18:00:00,9.5,349.7,dst
2001-09-13 00:00:00,9.05,364.0,dst
2001-09-13 06:00:00,9.69,397.0,dst
2001-09-13 12:00:00,8.79,359.0,dst
2001-09-13 18:00:00,6.21,372.4,dst
2001-09-14 00:00:00,4.38,372.3,dst
2001-09-14 06:00:00,14.68,,dst
2001-09-14 12:00:00,10.63,428.6,dst
2001-09-14 18:00:00,5.98,,dst
2001-09-15 00:00:00,8.43,464.4,dst
2001-09-15 12:00:00,9.69,540.8,dst
2001-09-15 18:00:00,6.59,577.3,dst
2001-09-16 00:00:00,6.0,556.0,dst
2001-09-16 06:00:00,4.58,502.0,dst
2001-09-16 12:00:00,4.03,505.0,dst
2001-09-16 18:00:00,4.14,482.9,dst
2001-09-17 00:00:00,4.28,483.0,dst
2001-09-17 06:00:00,2.65,441.3,dst
2001-09-17 12:00:00,4.14,418.2,dst
2001-09-17 18:00:00,3.55,415.9,dst
2001-09-18 00:00:00,4.74,,dst
2001-09-18 06:00:00,7.17,432.0,dst
2001-09-18 12:00:00,7.44,422.0,dst
2001-09-18 18:00:00,9.1,419.0,dst
2001-09-19 00:00:00,9.39,430.6,dst
2001-09-19 06:00:00,8.77,433.4,dst
2001-09-19 12:00:00,6.27,435.4,dst
2001-09-19 18:00:00,6.68,396.2,dst
2001-09-20 00:00:00,3.38,375.6,dst
2001-09-20 06:00:00,2.18,351.3,dst
2001-09-20 12:00:00,2.67,356.2,dst
2001-09-20 18:00:00,3.24,343.6,dst
2001-09-21 00:00:00,3.65,335.1,dst
2001-09-21 06:00:00,5.47,345.5,dst
2001-09-21 12:00:00,4.97,,dst
2001-09-21 18:00:00,4.59,326.1,dst
2001-09-22 00:00:00,4.53,332.6,dst
2001-09-22 06:00:00,5.25,327.0,dst
2001-09-22 12:00:00,6.01,327.2,dst
2001-09-22 18:00:00,6.13,327.8,dst
2001-09-23 00:00:00,7.44,330.0,dst
2001-09-23 06:00:00,10.51,345.0,dst
2001-09-23 12:00:00,11.52,545.0,dst
2001-09-23 18:00:00,11.75,492.7,dst
2001-09-24 00:00:00,5.88,504.2,dst
2001-09-24 06:00:00,9.11,442.6,dst
2001-09-24 12:00:00,8.52,445.4,dst
2001-09-24 18:00:00,3.7,435.9,dst
2001-09-25 00:00:00,5.88,395.0,dst
2001-09-25 06:00:00,5.85,,dst
2001-09-25 12:00:00,5.47,409.7,dst
2001-09-25 18:00:00,5.44,376.3,dst
2001-09-26 00:00:00,5.97,615.2,dst
2001-09-26 06:00:00,9.5,531.0,dst
2001-09-26 12:00:00,16.94,,dst
2001-09-26 18:00:00,9.32,461.0,dst
2001-09-27 00:00:00,6.52,450.2,dst
2001-09-27 06:00:00,4.25,433.9,dst
2001-09-27 12:00:00,5.53,491.0,dst
2001-09-27 18:00:00,6.02,493.4,dst
2001-09-28 00:00:00,5.59,460.3,dst
2001-09-28 06:00:00,4.61,522.8,dst
2001-09-28 12:00:00,4.14,505.3,dst
2001-09-28 18:00:00,4.3,496.2,dst
2001-09-29 00:00:00,5.11,476.0,dst
2001-09-29 06:00:00,4.54,509.9,dst
2001-09-29 12:00:00,12.14,641.8,dst
2001-09-29 18:00:00,11.67,668.9,dst
2001-09-30 00:00:00,14.81,604.3,dst
2001-09-30 06:00:00,11.33,557.6,dst
2001-09-30 12:00:00,7.65,494.5,dst
2001-09-30 18:00:00,7.68,472.3,dst
2001-10-01 00:00:00,17.91,,dst
2001-10-01 06:00:00,14.08,506.0,dst
2001-10-01 12:00:00,9.04,,dst
2001-10-01 18:00:00,5.41,499.3,dst
2001-10-02 00:00:00,10.9,508.1,dst
2001-10-02 06:00:00,8.35,516.9,dst
2001-10-02 12:00:00,6.61,481.8,dst
2001-10-02 18:00:00,6.34,482.3,dst
2001-10-03 00:00:00,3.84,500.0,dst
2001-10-03 06:00:00,13.28,504.1,dst
2001-10-03 12:00:00,21.85,531.1,dst
2001-10-03 18:00:00,14.03,541.3,dst
2001-10-04 00:00:00,11.35,567.0,dst
2001-10-04 06:00:00,6.68,492.8,dst
2001-10-04 12:00:00,6.1,474.6,dst
2001-10-04 18:00:00,2.37,,dst
2001-10-05 12:00:00,2.08,396.0,dst
2001-10-05 18:00:00,2.19,401.4,dst
2001-10-06 00:00:00,2.28,407.7,dst
2001-10-06 06:00:00,5.05,384.9,dst
2001-10-06 12:00:00,2.3,417.4,dst
2001-10-06 18:00:00,4.62,374.9,dst
2001-10-07 00:00:00,4.97,389.5,dst
2001-10-07 06:00:00,5.42,367.4,dst
2001-10-07 12:00:00,5.75,334.2,dst
2001-10-07 18:00:00,6.36,324.5,dst
2001-10-08 00:00:00,6.16,312.0,dst
2001-10-08 12:00:00,6.9,363.1,dst
2001-10-08 18:00:00,9.98,383.6,dst
2001-10-09 00:00:00,7.17,433.0,dst
2001-10-09 06:00:00,6.9,457.0,dst
2001-10-09 12:00:00,10.01,450.0,dst
2001-10-09 18:00:00,8.24,433.0,dst
2001-10-10 00:00:00,7.97,423.2,dst
2001-10-10 06:00:00,,389.0,dst
2001-10-10 12:00:00,6.41,418.9,dst
2001-10-10 18:00:00,6.11,404.5,dst
2001-10-11 00:00:00,5.78,395.2,dst
2001-10-11 06:00:00,5.26,,dst
2001-10-11 12:00:00,6.2,374.0,dst
2001-10-11 18:00:00,20.47,491.3,dst
2001-10-12 00:00:00,19.45,533.0,dst
2001-10-12 06:00:00,22.81,573.0,dst
2001-10-12 12:00:00,9.16,473.0,dst
2001-10-12 18:00:00,6.6,456.7,dst
2001-10-13 00:00:00,6.22,431.3,dst
2001-10-13 06:00:00,4.76,426.5,dst
2001-10-13 12:00:00,4.92,418.3,dst
2001-10-13 18:00:00,4.59,401.4,dst
2001-10-14 00:00:00,4.64,401.9,dst
2001-10-14 06:00:00,4.91,452.0,dst
2001-10-14 12:00:00,5.83,412.3,dst
2001-10-14 18:00:00,6.41,401.6,dst
2001-10-15 00:00:00,6.84,412.7,dst
2001-10-15 06:00:00,6.09,470.0,dst
2001-10-15 12:00:00,3.06,433.3,dst
2001-10-15 18:00:00,3.0,414.7,dst
2001-10-16 00:00:00,4.0,385.7,dst
2001-10-16 06:00:00,6.51,388.0,dst
2001-10-16 12:00:00,5.48,374.8,dst
2001-10-17 00:00:00,5.64,398.2,dst
2001-10-17 06:00:00,3.78,272.5,dst
2001-10-17 12:00:00,2.72,314.3,dst
2001-10-17 18:00:00,2.16,292.0,dst
2001-10-18 00:00:00,3.11,311.8,dst
2001-10-18 06:00:00,4.16,289.0,dst
2001-10-18 12:00:00,5.11,287.0,dst
2001-10-18 18:00:00,7.01,304.0,dst
2001-10-19 00:00:00,7.38,284.6,dst
2001-10-19 06:00:00,4.22,301.3,dst
2001-10-19 12:00:00,6.8,308.0,dst
2001-10-19 18:00:00,7.32,332.2,dst
2001-10-20 00:00:00,9.28,322.0,dst
2001-10-20 06:00:00,9.4,352.1,dst
2001-10-20 12:00:00,7.03,378.7,dst
2001-10-20 18:00:00,7.65,353.5,dst
2001-10-21 00:00:00,8.21,347.7,dst
2001-10-21 06:00:00,7.6,332.4,dst
2001-10-21 12:00:00,8.84,344.0,dst
2001-10-21 18:00:00,21.19,631.9,dst
2001-10-22 00:00:00,25.51,668.2,dst
2001-10-22 06:00:00,17.1,657.8,dst
2001-10-22 12:00:00,15.55,576.9,dst
2001-10-22 18:00:00,17.56,535.5,dst
2001-10-23 00:00:00,8.74,553.4,dst
2001-10-23 06:00:00,6.45,530.6,dst
2001-10-23 18:00:00,8.47,446.6,dst
2001-10-24 00:00:00,8.65,439.8,dst
2001-10-25 12:00:00,11.86,436.5,dst
2001-10-25 18:00:00,9.69,429.0,dst
2001-10-26 00:00:00,7.7,393.3,dst
2001-10-26 06:00:00,6.28,384.1,dst
2001-10-26 12:00:00,4.17,360.9,dst
2001-10-26 18:00:00,4.1,349.3,dst
2001-10-27 00:00:00,,393.1,dst
2001-10-27 06:00:00,8.0,401.9,dst
2001-10-27 18:00:00,7.63,310.9,dst
2001-10-28 00:00:00,7.33,337.3,dst
2001-10-28 06:00:00,15.8,502.2,dst
2001-10-28 12:00:00,10.77,452.2,dst
2001-10-28 18:00:00,10.24,471.3,dst
2001-10-29 00:00:00,9.94,470.3,dst
2001-10-29 06:00:00,9.09,434.9,dst
2001-10-29 12:00:00,6.46,393.9,dst
2001-10-29 18:00:00,5.89,414.9,dst
2001-10-30 00:00:00,7.03,377.0,dst
2001-10-30 06:00:00,6.25,368.2,dst
2001-10-30 12:00:00,2.12,370.4,dst
2001-10-30 18:00:00,2.26,352.9,dst
2001-10-31 06:00:00,3.72,336.8,dst
2001-10-31 18:00:00,4.09,390.3,dst
2001-11-01 00:00:00,12.53,382.0,dst
2001-11-01 06:00:00,9.81,362.0,dst
2001-11-01 12:00:00,11.68,337.7,dst
2001-11-01 18:00:00,12.7,316.8,dst
2001-11-02 00:00:00,10.9,312.7,dst
2001-11-02 06:00:00,5.65,316.8,dst
2001-11-02 12:00:00,6.86,314.2,dst
2001-11-02 18:00:00,6.44,333.0,dst
2001-11-03 00:00:00,2.92,348.5,dst
2001-11-03 06:00:00,5.59,306.9,dst
2001-11-03 12:00:00,6.04,306.0,dst
2001-11-03 18:00:00,4.25,312.3,dst
2001-11-04 06:00:00,6.75,296.0,dst
2001-11-04 12:00:00,8.44,313.6,dst
2001-11-04 18:00:00,5.2,307.1,dst
2001-11-05 00:00:00,7.05,334.8,dst
2001-11-05 06:00:00,11.18,355.8,dst
2001-11-05 12:00:00,12.9,384.2,dst
2001-11-06 00:00:00,16.49,408.1,dst
2001-11-07 00:00:00,10.01,723.9,dst
2001-11-07 06:00:00,8.27,,dst
2001-11-07 12:00:00,6.22,625.0,dst
2001-11-07 18:00:00,4.18,605.0,dst
2001-11-08 00:00:00,3.92,585.7,dst
2001-11-08 06:00:00,3.93,544.0,dst
2001-11-08 12:00:00,4.09,519.6,dst
2001-11-08 18:00:00,4.46,507.2,dst
2001-11-09 06:00:00,4.98,476.1,dst
2001-11-09 12:00:00,4.78,481.0,dst
2001-11-09 18:00:00,4.98,449.0,dst
2001-11-10 00:00:00,4.8,444.2,dst
2001-11-10 06:00:00,4.13,,dst
2001-11-10 12:00:00,4.28,415.9,dst
2001-11-10 18:00:00,5.14,,dst
2001-11-11 00:00:00,6.0,404.4,dst
2001-11-11 06:00:00,5.9,389.2,dst
2001-11-11 12:00:00,6.49,462.5,dst
2001-11-11 18:00:00,4.79,,dst
2001-11-12 00:00:00,5.05,432.6,dst
2001-11-12 06:00:00,5.28,462.1,dst
2001-11-12 12:00:00,5.27,424.1,dst
2001-11-13 00:00:00,5.12,,dst
2001-11-13 06:00:00,2.25,361.9,dst
2001-11-13 12:00:00,3.78,339.0,dst
2001-11-13 18:00:00,1.68,371.0,dst
2001-11-14 00:00:00,3.4,349.1,dst
2001-11-14 06:00:00,2.75,325.2,dst
2001-11-14 12:00:00,3.34,308.8,dst
2001-11-14 18:00:00,2.85,286.9,dst
2001-11-15 00:00:00,4.52,275.2,dst
2001-11-15 06:00:00,3.62,270.4,dst
2001-11-16 00:00:00,14.53,364.1,dst
2001-11-16 06:00:00,13.35,362.3,dst
2001-11-16 12:00:00,6.59,354.6,dst
2001-11-16 18:00:00,7.61,378.5,dst
2001-11-17 00:00:00,10.22,404.2,dst
2001-11-17 12:00:00,8.0,407.0,dst
2001-11-17 18:00:00,8.97,404.8,dst
2001-11-18 00:00:00,8.33,425.3,dst
